user_id,cohort_month,country,plan_tier,channel,months_since_acquisition,is_retained
10,2025-06,Country B,Basic,Partnership,1,True
10,2025-06,Country B,Basic,Partnership,2,False
10,2025-06,Country B,Basic,Partnership,3,False
10,2025-06,Country B,Basic,Partnership,4,False
10,2025-06,Country B,Basic,Partnership,5,False
10,2025-06,Country B,Basic,Partnership,6,False
11,2025-06,Country A,Basic,Organic,0,True
11,2025-06,Country A,Basic,Organic,1,True
11,2025-06,Country A,Basic,Organic,2,True
11,2025-06,Country A,Basic,Organic,3,True
11,2025-06,Country A,Basic,Organic,4,True
11,2025-06,Country A,Basic,Organic,5,True
11,2025-06,Country A,Basic,Organic,6,True
12,2025-06,Country A,Premium,Referral,0,True
12,2025-06,Country A,Premium,Referral,1,True
12,2025-06,Country A,Premium,Referral,2,True
12,2025-06,Country A,Premium,Referral,3,True
12,2025-06,Country A,Premium,Referral,4,True
12,2025-06,Country A,Premium,Referral,5,True
12,2025-06,Country A,Premium,Referral,6,True
13,2025-06,Country B,Premium,Organic,0,True
13,2025-06,Country B,Premium,Organic,1,True
13,2025-06,Country B,Premium,Organic,2,True
13,2025-06,Country B,Premium,Organic,3,True
13,2025-06,Country B,Premium,Organic,4,False
13,2025-06,Country B,Premium,Organic,5,False
13,2025-06,Country B,Premium,Organic,6,False
14,2025-06,Country A,Premium,Paid,0,True
14,2025-06,Country A,Premium,Paid,1,True
14,2025-06,Country A,Premium,Paid,2,True
14,2025-06,Country A,Premium,Paid,3,True
14,2025-06,Country A,Premium,Paid,4,True
14,2025-06,Country A,Premium,Paid,5,True
14,2025-06,Country A,Premium,Paid,6,True
15,2025-06,Country A,Premium,Organic,0,True
15,2025-06,Country A,Premium,Organic,1,True
15,2025-06,Country A,Premium,Organic,2,True
15,2025-06,Country A,Premium,Organic,3,True
15,2025-06,Country A,Premium,Organic,4,True
15,2025-06,Country A,Premium,Organic,5,True
15,2025-06,Country A,Premium,Organic,6,True
16,2025-06,Country B,Basic,Referral,0,True
16,2025-06,Country B,Basic,Referral,1,False
16,2025-06,Country B,Basic,Referral,2,False
16,2025-06,Country B,Basic,Referral,3,False
16,2025-06,Country B,Basic,Referral,4,False
16,2025-06,Country B,Basic,Referral,5,False
16,2025-06,Country B,Basic,Referral,6,False
17,2025-06,Country A,Basic,Paid,0,True
17,2025-06,Country A,Basic,Paid,1,True
17,2025-06,Country A,Basic,Paid,2,True
17,2025-06,Country A,Basic,Paid,3,True
17,2025-06,Country A,Basic,Paid,4,True
17,2025-06,Country A,Basic,Paid,5,True
17,2025-06,Country A,Basic,Paid,6,True
18,2025-06,Country A,Basic,Organic,0,True
18,2025-06,Country A,Basic,Organic,1,False
18,2025-06,Country A,Basic,Organic,2,False
18,2025-06,Country A,Basic,Organic,3,False
18,2025-06,Country A,Basic,Organic,4,False
18,2025-06,Country A,Basic,Organic,5,False
18,2025-06,Country A,Basic,Organic,6,False
19,2025-06,Country A,Premium,Organic,0,True
19,2025-06,Country A,Premium,Organic,1,True
19,2025-06,Country A,Premium,Organic,2,True
19,2025-06,Country A,Premium,Organic,3,True
19,2025-06,Country A,Premium,Organic,4,True
19,2025-06,Country A,Premium,Organic,5,True
19,2025-06,Country A,Premium,Organic,6,True
20,2025-06,Country A,Basic,Organic,0,True
20,2025-06,Country A,Basic,Organic,1,True
20,2025-06,Country A,Basic,Organic,2,True
20,2025-06,Country A,Basic,Organic,3,True
20,2025-06,Country A,Basic,Organic,4,True
20,2025-06,Country A,Basic,Organic,5,True
20,2025-06,Country A,Basic,Organic,6,True
21,2025-06,Country A,Basic,Organic,0,True
21,2025-06,Country A,Basic,Organic,1,True
21,2025-06,Country A,Basic,Organic,2,True
21,2025-06,Country A,Basic,Organic,3,True
21,2025-06,Country A,Basic,Organic,4,True
21,2025-06,Country A,Basic,Organic,5,True
21,2025-06,Country A,Basic,Organic,6,True
22,2025-06,Country A,Basic,Organic,0,True
22,2025-06,Country A,Basic,Organic,1,True
22,2025-06,Country A,Basic,Organic,2,True
22,2025-06,Country A,Basic,Organic,3,True
22,2025-06,Country A,Basic,Organic,4,True
22,2025-06,Country A,Basic,Organic,5,True
22,2025-06,Country A,Basic,Organic,6,False
23,2025-06,Country B,Basic,Organic,0,True
23,2025-06,Country B,Basic,Organic,1,False
23,2025-06,Country B,Basic,Organic,2,False
23,2025-06,Country B,Basic,Organic,3,False
23,2025-06,Country B,Basic,Organic,4,False
23,2025-06,Country B,Basic,Organic,5,False
23,2025-06,Country B,Basic,Organic,6,False
24,2025-06,Country A,Premium,Referral,0,True
24,2025-06,Country A,Premium,Referral,1,True
24,2025-06,Country A,Premium,Referral,2,True
24,2025-06,Country A,Premium,Referral,3,True
24,2025-06,Country A,Premium,Referral,4,True
24,2025-06,Country A,Premium,Referral,5,True
24,2025-06,Country A,Premium,Referral,6,True
25,2025-06,Country A,Premium,Paid,0,True
25,2025-06,Country A,Premium,Paid,1,True
25,2025-06,Country A,Premium,Paid,2,True
25,2025-06,Country A,Premium,Paid,3,True
25,2025-06,Country A,Premium,Paid,4,True
25,2025-06,Country A,Premium,Paid,5,True
25,2025-06,Country A,Premium,Paid,6,True
26,2025-06,Country A,Basic,Referral,0,True
26,2025-06,Country A,Basic,Referral,1,False
26,2025-06,Country A,Basic,Referral,2,False
26,2025-06,Country A,Basic,Referral,3,False
26,2025-06,Country A,Basic,Referral,4,False
26,2025-06,Country A,Basic,Referral,5,False
26,2025-06,Country A,Basic,Referral,6,False
27,2025-06,Country B,Basic,Referral,0,True
27,2025-06,Country B,Basic,Referral,1,False
27,2025-06,Country B,Basic,Referral,2,False
27,2025-06,Country B,Basic,Referral,3,False
27,2025-06,Country B,Basic,Referral,4,False
27,2025-06,Country B,Basic,Referral,5,False
27,2025-06,Country B,Basic,Referral,6,False
28,2025-06,Country A,Basic,Paid,0,True
28,2025-06,Country A,Basic,Paid,1,True
28,2025-06,Country A,Basic,Paid,2,True
28,2025-06,Country A,Basic,Paid,3,True
28,2025-06,Country A,Basic,Paid,4,False
28,2025-06,Country A,Basic,Paid,5,False
28,2025-06,Country A,Basic,Paid,6,False
29,2025-06,Country A,Basic,Referral,0,True
29,2025-06,Country A,Basic,Referral,1,True
29,2025-06,Country A,Basic,Referral,2,True
29,2025-06,Country A,Basic,Referral,3,True
29,2025-06,Country A,Basic,Referral,4,True
29,2025-06,Country A,Basic,Referral,5,True
29,2025-06,Country A,Basic,Referral,6,True
30,2025-06,Country C,Premium,Paid,0,True
30,2025-06,Country C,Premium,Paid,1,True
30,2025-06,Country C,Premium,Paid,2,True
30,2025-06,Country C,Premium,Paid,3,True
30,2025-06,Country C,Premium,Paid,4,True
30,2025-06,Country C,Premium,Paid,5,True
30,2025-06,Country C,Premium,Paid,6,True
31,2025-06,Country A,Basic,Referral,0,True
31,2025-06,Country A,Basic,Referral,1,True
31,2025-06,Country A,Basic,Referral,2,True
31,2025-06,Country A,Basic,Referral,3,True
31,2025-06,Country A,Basic,Referral,4,True
31,2025-06,Country A,Basic,Referral,5,True
31,2025-06,Country A,Basic,Referral,6,True
32,2025-06,Country A,Basic,Paid,0,True
32,2025-06,Country A,Basic,Paid,1,True
32,2025-06,Country A,Basic,Paid,2,True
32,2025-06,Country A,Basic,Paid,3,True
32,2025-06,Country A,Basic,Paid,4,True
32,2025-06,Country A,Basic,Paid,5,True
32,2025-06,Country A,Basic,Paid,6,True
33,2025-06,Country A,Basic,Paid,0,True
33,2025-06,Country A,Basic,Paid,1,True
33,2025-06,Country A,Basic,Paid,2,True
33,2025-06,Country A,Basic,Paid,3,True
33,2025-06,Country A,Basic,Paid,4,False
33,2025-06,Country A,Basic,Paid,5,False
33,2025-06,Country A,Basic,Paid,6,False
34,2025-06,Country A,Premium,Paid,0,True
34,2025-06,Country A,Premium,Paid,1,True
34,2025-06,Country A,Premium,Paid,2,True
34,2025-06,Country A,Premium,Paid,3,True
34,2025-06,Country A,Premium,Paid,4,True
34,2025-06,Country A,Premium,Paid,5,True
34,2025-06,Country A,Premium,Paid,6,True
35,2025-06,Country B,Basic,Organic,0,True
35,2025-06,Country B,Basic,Organic,1,False
35,2025-06,Country B,Basic,Organic,2,False
35,2025-06,Country B,Basic,Organic,3,False
35,2025-06,Country B,Basic,Organic,4,False
35,2025-06,Country B,Basic,Organic,5,False
35,2025-06,Country B,Basic,Organic,6,False
36,2025-06,Country B,Basic,Referral,0,True
36,2025-06,Country B,Basic,Referral,1,True
36,2025-06,Country B,Basic,Referral,2,False
36,2025-06,Country B,Basic,Referral,3,False
36,2025-06,Country B,Basic,Referral,4,False
36,2025-06,Country B,Basic,Referral,5,False
36,2025-06,Country B,Basic,Referral,6,False
37,2025-06,Country A,Basic,Organic,0,True
37,2025-06,Country A,Basic,Organic,1,True
37,2025-06,Country A,Basic,Organic,2,True
37,2025-06,Country A,Basic,Organic,3,True
37,2025-06,Country A,Basic,Organic,4,True
37,2025-06,Country A,Basic,Organic,5,True
37,2025-06,Country A,Basic,Organic,6,True
38,2025-06,Country C,Basic,Organic,0,True
38,2025-06,Country C,Basic,Organic,1,True
38,2025-06,Country C,Basic,Organic,2,True
38,2025-06,Country C,Basic,Organic,3,True
38,2025-06,Country C,Basic,Organic,4,True
38,2025-06,Country C,Basic,Organic,5,True
38,2025-06,Country C,Basic,Organic,6,False
39,2025-06,Country C,Basic,Paid,0,True
39,2025-06,Country C,Basic,Paid,1,True
39,2025-06,Country C,Basic,Paid,2,False
39,2025-06,Country C,Basic,Paid,3,False
39,2025-06,Country C,Basic,Paid,4,False
39,2025-06,Country C,Basic,Paid,5,False
39,2025-06,Country C,Basic,Paid,6,False
40,2025-06,Country A,Basic,Referral,0,True
40,2025-06,Country A,Basic,Referral,1,True
40,2025-06,Country A,Basic,Referral,2,True
40,2025-06,Country A,Basic,Referral,3,True
40,2025-06,Country A,Basic,Referral,4,True
40,2025-06,Country A,Basic,Referral,5,True
40,2025-06,Country A,Basic,Referral,6,True
41,2025-06,Country A,Premium,Partnership,0,True
41,2025-06,Country A,Premium,Partnership,1,True
41,2025-06,Country A,Premium,Partnership,2,True
41,2025-06,Country A,Premium,Partnership,3,True
41,2025-06,Country A,Premium,Partnership,4,True
41,2025-06,Country A,Premium,Partnership,5,True
41,2025-06,Country A,Premium,Partnership,6,True
42,2025-06,Country B,Basic,Referral,0,True
42,2025-06,Country B,Basic,Referral,1,True
42,2025-06,Country B,Basic,Referral,2,True
42,2025-06,Country B,Basic,Referral,3,True
42,2025-06,Country B,Basic,Referral,4,False
42,2025-06,Country B,Basic,Referral,5,False
42,2025-06,Country B,Basic,Referral,6,False
43,2025-06,Country A,Premium,Paid,0,True
43,2025-06,Country A,Premium,Paid,1,True
43,2025-06,Country A,Premium,Paid,2,True
43,2025-06,Country A,Premium,Paid,3,False
43,2025-06,Country A,Premium,Paid,4,False
43,2025-06,Country A,Premium,Paid,5,False
43,2025-06,Country A,Premium,Paid,6,False
44,2025-06,Country A,Basic,Paid,0,True
44,2025-06,Country A,Basic,Paid,1,True
44,2025-06,Country A,Basic,Paid,2,True
44,2025-06,Country A,Basic,Paid,3,True
44,2025-06,Country A,Basic,Paid,4,True
44,2025-06,Country A,Basic,Paid,5,True
44,2025-06,Country A,Basic,Paid,6,True
45,2025-06,Country A,Basic,Organic,0,True
45,2025-06,Country A,Basic,Organic,1,True
45,2025-06,Country A,Basic,Organic,2,True
45,2025-06,Country A,Basic,Organic,3,True
45,2025-06,Country A,Basic,Organic,4,True
45,2025-06,Country A,Basic,Organic,5,True
45,2025-06,Country A,Basic,Organic,6,True
46,2025-06,Country B,Basic,Organic,0,True
46,2025-06,Country B,Basic,Organic,1,True
46,2025-06,Country B,Basic,Organic,2,True
46,2025-06,Country B,Basic,Organic,3,True
46,2025-06,Country B,Basic,Organic,4,True
46,2025-06,Country B,Basic,Organic,5,False
46,2025-06,Country B,Basic,Organic,6,False
47,2025-06,Country B,Basic,Organic,0,True
47,2025-06,Country B,Basic,Organic,1,True
47,2025-06,Country B,Basic,Organic,2,True
47,2025-06,Country B,Basic,Organic,3,True
47,2025-06,Country B,Basic,Organic,4,True
47,2025-06,Country B,Basic,Organic,5,False
47,2025-06,Country B,Basic,Organic,6,False
48,2025-06,Country A,Premium,Referral,0,True
48,2025-06,Country A,Premium,Referral,1,True
48,2025-06,Country A,Premium,Referral,2,True
48,2025-06,Country A,Premium,Referral,3,True
48,2025-06,Country A,Premium,Referral,4,True
48,2025-06,Country A,Premium,Referral,5,True
48,2025-06,Country A,Premium,Referral,6,True
49,2025-06,Country A,Premium,Paid,0,True
49,2025-06,Country A,Premium,Paid,1,True
49,2025-06,Country A,Premium,Paid,2,True
49,2025-06,Country A,Premium,Paid,3,True
49,2025-06,Country A,Premium,Paid,4,True
49,2025-06,Country A,Premium,Paid,5,True
49,2025-06,Country A,Premium,Paid,6,True
50,2025-06,Country A,Basic,Organic,0,True
50,2025-06,Country A,Basic,Organic,1,True
50,2025-06,Country A,Basic,Organic,2,True
50,2025-06,Country A,Basic,Organic,3,True
50,2025-06,Country A,Basic,Organic,4,False
50,2025-06,Country A,Basic,Organic,5,False
50,2025-06,Country A,Basic,Organic,6,False
51,2025-06,Country A,Premium,Organic,0,True
51,2025-06,Country A,Premium,Organic,1,True
51,2025-06,Country A,Premium,Organic,2,True
51,2025-06,Country A,Premium,Organic,3,True
51,2025-06,Country A,Premium,Organic,4,True
51,2025-06,Country A,Premium,Organic,5,True
51,2025-06,Country A,Premium,Organic,6,True
52,2025-06,Country B,Basic,Organic,0,True
52,2025-06,Country B,Basic,Organic,1,True
52,2025-06,Country B,Basic,Organic,2,True
52,2025-06,Country B,Basic,Organic,3,True
52,2025-06,Country B,Basic,Organic,4,False
52,2025-06,Country B,Basic,Organic,5,False
52,2025-06,Country B,Basic,Organic,6,False
53,2025-06,Country B,Basic,Partnership,0,True
53,2025-06,Country B,Basic,Partnership,1,True
53,2025-06,Country B,Basic,Partnership,2,True
53,2025-06,Country B,Basic,Partnership,3,True
53,2025-06,Country B,Basic,Partnership,4,True
53,2025-06,Country B,Basic,Partnership,5,True
53,2025-06,Country B,Basic,Partnership,6,True
54,2025-06,Country A,Basic,Paid,0,True
54,2025-06,Country A,Basic,Paid,1,True
54,2025-06,Country A,Basic,Paid,2,True
54,2025-06,Country A,Basic,Paid,3,True
54,2025-06,Country A,Basic,Paid,4,False
54,2025-06,Country A,Basic,Paid,5,False
54,2025-06,Country A,Basic,Paid,6,False
55,2025-06,Country A,Premium,Organic,0,True
55,2025-06,Country A,Premium,Organic,1,False
55,2025-06,Country A,Premium,Organic,2,False
55,2025-06,Country A,Premium,Organic,3,False
55,2025-06,Country A,Premium,Organic,4,False
55,2025-06,Country A,Premium,Organic,5,False
55,2025-06,Country A,Premium,Organic,6,False
56,2025-06,Country A,Basic,Organic,0,True
56,2025-06,Country A,Basic,Organic,1,True
56,2025-06,Country A,Basic,Organic,2,True
56,2025-06,Country A,Basic,Organic,3,True
56,2025-06,Country A,Basic,Organic,4,True
56,2025-06,Country A,Basic,Organic,5,True
56,2025-06,Country A,Basic,Organic,6,True
57,2025-06,Country A,Basic,Paid,0,True
57,2025-06,Country A,Basic,Paid,1,True
57,2025-06,Country A,Basic,Paid,2,True
57,2025-06,Country A,Basic,Paid,3,True
57,2025-06,Country A,Basic,Paid,4,True
57,2025-06,Country A,Basic,Paid,5,False
57,2025-06,Country A,Basic,Paid,6,False
58,2025-06,Country A,Basic,Paid,0,True
58,2025-06,Country A,Basic,Paid,1,True
58,2025-06,Country A,Basic,Paid,2,True
58,2025-06,Country A,Basic,Paid,3,True
58,2025-06,Country A,Basic,Paid,4,True
58,2025-06,Country A,Basic,Paid,5,False
58,2025-06,Country A,Basic,Paid,6,False
59,2025-06,Country B,Basic,Organic,0,True
59,2025-06,Country B,Basic,Organic,1,True
59,2025-06,Country B,Basic,Organic,2,True
59,2025-06,Country B,Basic,Organic,3,True
59,2025-06,Country B,Basic,Organic,4,True
59,2025-06,Country B,Basic,Organic,5,True
59,2025-06,Country B,Basic,Organic,6,True
60,2025-06,Country A,Premium,Organic,0,True
60,2025-06,Country A,Premium,Organic,1,True
60,2025-06,Country A,Premium,Organic,2,True
60,2025-06,Country A,Premium,Organic,3,True
60,2025-06,Country A,Premium,Organic,4,True
60,2025-06,Country A,Premium,Organic,5,True
60,2025-06,Country A,Premium,Organic,6,True
61,2025-06,Country C,Premium,Paid,0,True
61,2025-06,Country C,Premium,Paid,1,True
61,2025-06,Country C,Premium,Paid,2,True
61,2025-06,Country C,Premium,Paid,3,True
61,2025-06,Country C,Premium,Paid,4,True
61,2025-06,Country C,Premium,Paid,5,True
61,2025-06,Country C,Premium,Paid,6,True
62,2025-06,Country A,Basic,Paid,0,True
62,2025-06,Country A,Basic,Paid,1,True
62,2025-06,Country A,Basic,Paid,2,True
62,2025-06,Country A,Basic,Paid,3,True
62,2025-06,Country A,Basic,Paid,4,True
62,2025-06,Country A,Basic,Paid,5,True
62,2025-06,Country A,Basic,Paid,6,True
63,2025-06,Country B,Premium,Organic,0,True
63,2025-06,Country B,Premium,Organic,1,True
63,2025-06,Country B,Premium,Organic,2,False
63,2025-06,Country B,Premium,Organic,3,False
63,2025-06,Country B,Premium,Organic,4,False
63,2025-06,Country B,Premium,Organic,5,False
63,2025-06,Country B,Premium,Organic,6,False
64,2025-06,Country A,Basic,Paid,0,True
64,2025-06,Country A,Basic,Paid,1,True
64,2025-06,Country A,Basic,Paid,2,True
64,2025-06,Country A,Basic,Paid,3,True
64,2025-06,Country A,Basic,Paid,4,True
64,2025-06,Country A,Basic,Paid,5,True
64,2025-06,Country A,Basic,Paid,6,True
65,2025-06,Country A,Premium,Referral,0,True
65,2025-06,Country A,Premium,Referral,1,True
65,2025-06,Country A,Premium,Referral,2,True
65,2025-06,Country A,Premium,Referral,3,True
65,2025-06,Country A,Premium,Referral,4,True
65,2025-06,Country A,Premium,Referral,5,True
65,2025-06,Country A,Premium,Referral,6,True
66,2025-06,Country A,Basic,Paid,0,True
66,2025-06,Country A,Basic,Paid,1,True
66,2025-06,Country A,Basic,Paid,2,True
66,2025-06,Country A,Basic,Paid,3,False
66,2025-06,Country A,Basic,Paid,4,False
66,2025-06,Country A,Basic,Paid,5,False
66,2025-06,Country A,Basic,Paid,6,False
67,2025-06,Country C,Premium,Referral,0,True
67,2025-06,Country C,Premium,Referral,1,False
67,2025-06,Country C,Premium,Referral,2,False
67,2025-06,Country C,Premium,Referral,3,False
67,2025-06,Country C,Premium,Referral,4,False
67,2025-06,Country C,Premium,Referral,5,False
67,2025-06,Country C,Premium,Referral,6,False
68,2025-06,Country B,Basic,Organic,0,True
68,2025-06,Country B,Basic,Organic,1,False
68,2025-06,Country B,Basic,Organic,2,False
68,2025-06,Country B,Basic,Organic,3,False
68,2025-06,Country B,Basic,Organic,4,False
68,2025-06,Country B,Basic,Organic,5,False
68,2025-06,Country B,Basic,Organic,6,False
69,2025-06,Country A,Basic,Referral,0,True
69,2025-06,Country A,Basic,Referral,1,True
69,2025-06,Country A,Basic,Referral,2,True
69,2025-06,Country A,Basic,Referral,3,True
69,2025-06,Country A,Basic,Referral,4,True
69,2025-06,Country A,Basic,Referral,5,True
69,2025-06,Country A,Basic,Referral,6,False
70,2025-06,Country A,Basic,Organic,0,True
70,2025-06,Country A,Basic,Organic,1,True
70,2025-06,Country A,Basic,Organic,2,True
70,2025-06,Country A,Basic,Organic,3,True
70,2025-06,Country A,Basic,Organic,4,True
70,2025-06,Country A,Basic,Organic,5,True
70,2025-06,Country A,Basic,Organic,6,True
71,2025-06,Country A,Basic,Partnership,0,True
71,2025-06,Country A,Basic,Partnership,1,True
71,2025-06,Country A,Basic,Partnership,2,True
71,2025-06,Country A,Basic,Partnership,3,True
71,2025-06,Country A,Basic,Partnership,4,True
71,2025-06,Country A,Basic,Partnership,5,True
71,2025-06,Country A,Basic,Partnership,6,True
72,2025-06,Country A,Basic,Referral,0,True
72,2025-06,Country A,Basic,Referral,1,True
72,2025-06,Country A,Basic,Referral,2,True
72,2025-06,Country A,Basic,Referral,3,True
72,2025-06,Country A,Basic,Referral,4,True
72,2025-06,Country A,Basic,Referral,5,True
72,2025-06,Country A,Basic,Referral,6,True
73,2025-06,Country A,Premium,Organic,0,True
73,2025-06,Country A,Premium,Organic,1,True
73,2025-06,Country A,Premium,Organic,2,True
73,2025-06,Country A,Premium,Organic,3,True
73,2025-06,Country A,Premium,Organic,4,True
73,2025-06,Country A,Premium,Organic,5,True
73,2025-06,Country A,Premium,Organic,6,True
74,2025-06,Country B,Basic,Paid,0,True
74,2025-06,Country B,Basic,Paid,1,True
74,2025-06,Country B,Basic,Paid,2,False
74,2025-06,Country B,Basic,Paid,3,False
74,2025-06,Country B,Basic,Paid,4,False
74,2025-06,Country B,Basic,Paid,5,False
74,2025-06,Country B,Basic,Paid,6,False
75,2025-06,Country A,Basic,Referral,0,True
75,2025-06,Country A,Basic,Referral,1,True
75,2025-06,Country A,Basic,Referral,2,True
75,2025-06,Country A,Basic,Referral,3,True
75,2025-06,Country A,Basic,Referral,4,True
75,2025-06,Country A,Basic,Referral,5,True
75,2025-06,Country A,Basic,Referral,6,True
76,2025-06,Country A,Basic,Partnership,0,True
76,2025-06,Country A,Basic,Partnership,1,True
76,2025-06,Country A,Basic,Partnership,2,True
76,2025-06,Country A,Basic,Partnership,3,True
76,2025-06,Country A,Basic,Partnership,4,True
76,2025-06,Country A,Basic,Partnership,5,True
76,2025-06,Country A,Basic,Partnership,6,True
77,2025-06,Country A,Basic,Referral,0,True
77,2025-06,Country A,Basic,Referral,1,True
77,2025-06,Country A,Basic,Referral,2,True
77,2025-06,Country A,Basic,Referral,3,True
77,2025-06,Country A,Basic,Referral,4,True
77,2025-06,Country A,Basic,Referral,5,True
77,2025-06,Country A,Basic,Referral,6,True
78,2025-06,Country A,Premium,Paid,0,True
78,2025-06,Country A,Premium,Paid,1,True
78,2025-06,Country A,Premium,Paid,2,True
78,2025-06,Country A,Premium,Paid,3,True
78,2025-06,Country A,Premium,Paid,4,True
78,2025-06,Country A,Premium,Paid,5,True
78,2025-06,Country A,Premium,Paid,6,True
79,2025-06,Country B,Premium,Organic,0,True
79,2025-06,Country B,Premium,Organic,1,False
79,2025-06,Country B,Premium,Organic,2,False
79,2025-06,Country B,Premium,Organic,3,False
79,2025-06,Country B,Premium,Organic,4,False
79,2025-06,Country B,Premium,Organic,5,False
79,2025-06,Country B,Premium,Organic,6,False
80,2025-06,Country C,Basic,Paid,0,True
80,2025-06,Country C,Basic,Paid,1,True
80,2025-06,Country C,Basic,Paid,2,True
80,2025-06,Country C,Basic,Paid,3,False
80,2025-06,Country C,Basic,Paid,4,False
80,2025-06,Country C,Basic,Paid,5,False
80,2025-06,Country C,Basic,Paid,6,False
81,2025-06,Country B,Basic,Organic,0,True
81,2025-06,Country B,Basic,Organic,1,False
81,2025-06,Country B,Basic,Organic,2,False
81,2025-06,Country B,Basic,Organic,3,False
81,2025-06,Country B,Basic,Organic,4,False
81,2025-06,Country B,Basic,Organic,5,False
81,2025-06,Country B,Basic,Organic,6,False
82,2025-06,Country A,Premium,Organic,0,True
82,2025-06,Country A,Premium,Organic,1,True
82,2025-06,Country A,Premium,Organic,2,True
82,2025-06,Country A,Premium,Organic,3,False
82,2025-06,Country A,Premium,Organic,4,False
82,2025-06,Country A,Premium,Organic,5,False
82,2025-06,Country A,Premium,Organic,6,False
83,2025-06,Country A,Premium,Organic,0,True
83,2025-06,Country A,Premium,Organic,1,True
83,2025-06,Country A,Premium,Organic,2,True
83,2025-06,Country A,Premium,Organic,3,False
83,2025-06,Country A,Premium,Organic,4,False
83,2025-06,Country A,Premium,Organic,5,False
83,2025-06,Country A,Premium,Organic,6,False
84,2025-06,Country A,Premium,Organic,0,True
84,2025-06,Country A,Premium,Organic,1,True
84,2025-06,Country A,Premium,Organic,2,True
84,2025-06,Country A,Premium,Organic,3,True
84,2025-06,Country A,Premium,Organic,4,True
84,2025-06,Country A,Premium,Organic,5,True
84,2025-06,Country A,Premium,Organic,6,True
85,2025-06,Country C,Basic,Organic,0,True
85,2025-06,Country C,Basic,Organic,1,True
85,2025-06,Country C,Basic,Organic,2,True
85,2025-06,Country C,Basic,Organic,3,True
85,2025-06,Country C,Basic,Organic,4,True
85,2025-06,Country C,Basic,Organic,5,True
85,2025-06,Country C,Basic,Organic,6,False
86,2025-06,Country A,Basic,Referral,0,True
86,2025-06,Country A,Basic,Referral,1,True
86,2025-06,Country A,Basic,Referral,2,True
86,2025-06,Country A,Basic,Referral,3,True
86,2025-06,Country A,Basic,Referral,4,True
86,2025-06,Country A,Basic,Referral,5,True
86,2025-06,Country A,Basic,Referral,6,True
87,2025-06,Country A,Basic,Paid,0,True
87,2025-06,Country A,Basic,Paid,1,True
